10,"['moral', 'proper', 'principl', 'righteous', 'nobl', 'good', 'subject', 'expos', 'suscept', 'condit', 'account', 'apt', 'prove', 'confirm', 'verifi', 'explain', 'show', 'turn out', 'wrong', 'untru', 'inaccur', 'mistaken', 'unsound', 'bad']"
31,"['whole', 'perfect', 'full', 'unabridg', 'all', 'exclus', 'world', 'earth', 'natur', 'star', 'univers', 'creation', 'will', 'desir', 'disciplin', 'resolv', 'power', 'wish', 'never', 'at no tim', 'forget it', 'nevermor', 'no way', 'not at al', '100', '.25', '180', '247', '911', '10', 'vegan', 'fruitarian', 'herbivor']"
61,"['do', 'move', 'execut', 'accomplish', 'end', 'complet', 'feed', 'fodder', 'forag', 'hay', 'grain', 'meal', 'pet', 'love', 'favor', 'prefer', 'endear', 'dear', 'win', 'gold', 'success', 'achiev', 'accomplish', 'sweep']"
18,"['been', 'breath', 'do', 'last', 'prevail', 'move', 'happen', 'hit', 'materi', 'develop', 'go on', 'appear', 'hundr', 'hundr', 'hind', 'hound', 'hunt', 'hunter', 'year', 'term', 'age', 'time', 'period', 'moment']"
34,"['everyon', 'every on', 'everyon', 'everyman', 'everymen', 'every on', 'went', 'fli', 'retir', 'travel', 'move', 'leav', 'vegan', 'fruitarian', 'herbivor', 'livestock', 'herd', 'stock', 'oxen', 'calv', 'beast', 'overpopul', 'oversuppli', 'over play', 'over-play', 'over suppli', 'over-suppli']"
4,"['cow', 'dishearten', 'terror', 'subdu', 'faze', 'frighten', 'need', 'use', 'right', 'wish', 'commit', 'demand', 'milk', 'cream', 'condens', 'raw', 'skim', 'formula', 'right', 'good', 'legal', 'honest', 'appropri', 'legitim']"
29,"['grassf', 'grassi', 'grasser', 'grass', 'crass', 'gray', 'organ', 'mouthpiec', 'forum', 'ministri', 'agenc', 'member', 'freerang', 'rearrang', 'prearrang', 'free rein', 'free-rein', 'forerun', 'etc', 'whatev', 'along with oth', 'and al', 'and on and on', 'and oth']"
8,"['like', 'compar', 'alik', 'relat', 'agnat', 'cognat', 'tast', 'tasti', 'toast', 'tat', 'tat', 'test']"
22,"['about', 'around', 'back', 'backward', 'round', 'in revers', 'tribe', 'clan', 'societi', 'cast', 'associ', 'peopl', 'who', 'which', 'that fact', 'that on', 'that oth', 'the one in quest', 'hunt', 'raid', 'hunt', 'probe', 'prosecut', 'interrog', 'surviv', 'survivor', 'surviv', 'surviv', 'surviv', 'survey']"
19,"['eat', 'feed', 'chew', 'dine', 'inhal', 'bite', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'product', 'commod', 'profit', 'brand', 'work', 'amount', 'surviv', 'survivor', 'surviv', 'surviv', 'surviv', 'survey']"
40,"['unhealthi', 'unhealthi', 'un health', 'un-health', 'unhealthi', 'un healthi']"
16,"['circl', 'circa', 'cicala', 'cical', 'circular', 'curl', 'life', 'heart', 'growth', 'soul', 'activ', 'get-up-and-go']"
14,"['weve', 'wee', 'eve', 'wave', 'wove', 'were', 'got', 'pull', 'earn', 'land', 'receiv', 'win', 'canin', 'cane', 'canon', 'canning', 'cannon', 'cabin', 'teeth', 'fang', 'dentur', 'bridgework', 'ivori', 'dentit']"
3,"['harm', 'loss', 'mischief', 'sabotag', 'violenc', 'damag', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'take', 'booti', 'cut', 'return', 'revenu', 'share', 'milk', 'cream', 'condens', 'raw', 'skim', 'formula']"
21,"['they', 'wouldnt', 'worldest', 'volant', 'wildcat', 'wildest', 'violent', 'been', 'breath', 'do', 'last', 'prevail', 'move', 'born', 'constitut', 'natur', 'essenti', 'built-in', 'congenit', 'without', 'after', 'beyond', 'out', 'outdoor', 'outward', 'farmer', 'rancher', 'peasant', 'labor', 'produc', 'grower', 'did', 'move', 'execut', 'accomplish', 'end', 'complet', 'them', 'author', 'city hal', 'diehard', 'conserv', 'old guard', 'favour', 'fave', 'favor', 'flavor', 'fervor', 'four']"
53,"['vegan', 'fruitarian', 'herbivor', 'closedmind', 'closed end', 'closed mind', 'closed-mind', 'crossed mind', 'lost mind']"
44,"['b12', 'b b', 'b&b;', 'b l', 'b-l', 'b/l']"
51,"['stop', 'break', 'paus', 'bar', 'block', 'conclus', 'judg', 'jug', 'judi', 'judo']"
17,"['god', 'creator', 'demon', 'totem', 'deiti', 'divin', 'put', 'insert', 'set', 'invest', 'focus', 'bring', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'here', 'attend', 'attend', 'hither', 'present', 'avail', 'kill', 'wipe out', 'execut', 'murder', 'hit', 'slay', 'bibl', 'bibb', 'bill', 'bi', 'say', 'respond', 'claim', 'convey', 'speak', 'suggest']"
16b,"['natur', 'natur', 'nadir', 'natter', 'neater', 'natti']"
33,"['100', '.25', '180', '247', '911', '10', 'vegan', 'fruitarian', 'herbivor', 'modern', 'state-of-the-art', 'contemporari', 'current', 'stylish', 'present-day', 'societi', 'societi', 'soviet', 'societi', 'societ', 'societ', 'whi', 'who', 'whim', 'whip', 'whit', 'whiz', 'bother', 'aggrav', 'distress', 'strain', 'irrit', 'perplex']"
64,"['vegan', 'fruitarian', 'herbivor', 'sidekick', 'buddi', 'croni', 'amigo', 'comrad', 'consort', 'comic', 'humorist', 'comedian', 'stoog', 'clown', 'wag', 'inaccur', 'incur', 'occur', 'inc', 'in accord', 'in air', 'offens', 'offend', 'offend', 'of', 'oven', 'offer']"
7,"['harm', 'loss', 'mischief', 'sabotag', 'violenc', 'damag', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'take', 'booti', 'cut', 'return', 'revenu', 'share', 'honey', 'sweetheart', 'nectar', 'sweet', 'dear', 'darl']"
23,"['were', 'breath', 'do', 'last', 'prevail', 'move', 'desert', 'lone', 'desol', 'uninhabit', 'arid', 'wild', 'island', 'peninsula', 'reef', 'sanctuari', 'bar', 'shelter']"
46,"['vegan', 'fruitarian', 'herbivor', 'food', 'feed', 'cuisin', 'snack', 'meat', 'drink', 'all', 'complet', 'entir', 'full', 'gross', 'outright', 'disgust', 'distast', 'antipathi', 'hatr', 'loath', 'dislik']"
30,"['kill', 'wipe out', 'execut', 'murder', 'hit', 'slay', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'no', 'negat', 'nix', 'never', 'absolutely not', 'by no mean', 'reason', 'logic', 'reason', 'sens', 'infer', 'sane', 'wrong', 'untru', 'inaccur', 'mistaken', 'unsound', 'bad', 'reason', 'logic', 'reason', 'sens', 'infer', 'sane', 'fine', 'beauti', 'outstand', 'magnific', 'eleg', 'subtl']"
13,"['our', 'ancestor', 'forebear', 'founder', 'forefath', 'anteced', 'ascend', 'did', 'move', 'execut', 'accomplish', 'end', 'complet']"
47,"['anim', 'aim', 'anon', 'abm', 'anti', 'am', 'kill', 'wipe out', 'execut', 'murder', 'hit', 'slay', 'crop', 'output', 'product', 'produc', 'yield', 'vintag', 'harvest', 'output', 'intak', 'result', 'yield', 'summer', 'vegan', 'fruitarian', 'herbivor', 'kill', 'wipe out', 'execut', 'murder', 'hit', 'slay', 'more', 'extra', 'also', 'other', 'further', 'new', 'anim', 'aim', 'anon', 'abm', 'anti', 'am']"
11,"['matter', 'thing', 'materi', 'element', 'bodi', 'individu', 'opinion', 'reaction', 'sentiment', 'viewpoint', 'impress', 'judgment', 'like', 'compar', 'alik', 'relat', 'agnat', 'cognat', 'religion', 'mytholog', 'myth', 'creed', 'ritual', 'superstit']"
62,"['there', 'skill', 'effect', 'capabl', 'effici', 'respons', 'war', 'warfar', 'combat', 'hostil', 'fight', 'strife', 'go', 'forc', 'energi', 'get-up-and-go', 'pep', 'anim', 'peopl', 'propel', 'pepo', 'pupil', 'pool', 'papal', 'starv', 'stave', 'star', 'stare', 'stark', 'star', 'world', 'earth', 'natur', 'star', 'univers', 'creation']"
49,"['plant', 'flower', 'shrub', 'tree', 'vine', 'grass', 'feel', 'impress', 'atmospher', 'mood', 'touch', 'aura']"
52,"['vegan', 'fruitarian', 'herbivor', 'was', 'breath', 'do', 'last', 'prevail', 'move', 'rude', 'boorish', 'insult', 'abus', 'vulgar', 'impolit', 'onc', 'onc', 'one', 'orc', 'on']"
43,"['calcium', 'calcin', 'claim', 'calm', 'coliseum', 'callous']"
20,"['bred', 'produc', 'rais', 'cultur', 'train', 'cultiv', 'kill', 'wipe out', 'execut', 'murder', 'hit', 'slay', 'fine', 'beauti', 'outstand', 'magnific', 'eleg', 'subtl']"
60,"['im', 'puls', 'throb', 'forc', 'tick', 'pulsat', 'nihilist', 'revolutionari', 'insurg', 'radic', 'rebel', 'anarchist', 'dont', 'embargo', 'restrict', 'refus', 'injunct', 'prohibit', 'care', 'respons', 'load', 'encumbr', 'distress', 'forebod', 'about', 'around', 'back', 'backward', 'round', 'in revers', 'anyth', 'ant', 'anoth', 'ant', 'anti', 'aunt', 'apart', 'asid', 'afar', 'alon', 'aloof', 'away', 'from', 'against', 'in distinction to', 'out of possession of', 'taken away', 'myself', 'person', 'I person', 'me person', 'the author', 'the speak']"
41,"['protein', 'preteen', 'proteron', 'protend', 'proteu', 'prate']"
12,"['matter', 'thing', 'materi', 'element', 'bodi', 'individu', 'cultur', 'cultur', 'cult', 'cultus', 'colter', 'culott']"
15,"['lion', 'cougar', 'wildcat', 'cat', 'puma', 'griffin', 'do', 'move', 'execut', 'accomplish', 'end', 'complet']"
59,"['use', 'handl', 'help', 'servic', 'practic', 'valu', 'medicin', 'medicin', 'medicin', 'median', 'dice', 'merci', 'save', 'deliv', 'recov', 'salvag', 'free', 'ransom', 'life', 'heart', 'growth', 'soul', 'activ', 'get-up-and-go']"
54,"['read', 'scan', 'studi', 'gather', 'see', 'know', 'about', 'around', 'back', 'backward', 'round', 'in revers', 'this', 'here', 'that', 'aforement', 'already st', 'previously ment', 'coupl', 'copula', 'coupler', 'coup', 'co pula', 'co-pula', 'who', 'which', 'that fact', 'that on', 'that oth', 'the one in quest', 'were', 'breath', 'do', 'last', 'prevail', 'move', 'vegan', 'fruitarian', 'herbivor', 'and', 'also', 'furthermor', 'includ', 'moreov', 'along with', 'they', 'kill', 'wipe out', 'execut', 'murder', 'hit', 'slay', 'babi', 'babe', 'babi', 'ba']"
55,"['hitler', 'fascist', 'tyrant', 'despot', 'totalitarian', 'overlord', 'was', 'breath', 'do', 'last', 'prevail', 'move', 'vegetarian', 'vegan', 'fruitarian', 'herbivor']"
24,"['bitten', 'mouth', 'tast', 'mangl', 'gnaw', 'eaten', 'by', 'away', 'through', 'asid', 'past', 'at hand', 'snake', 'vermin', 'serpent', 'youd', 'your', 'iud', 'modu', 'od', 'tour', 'take', 'booti', 'cut', 'return', 'revenu', 'share', 'antivenom', 'anti venin', 'anti-venin', 'antinomi', 'envenom', 'antonym']"
36,"['those', 'the above-ment', 'the particular', 'these', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'kill', 'wipe out', 'execut', 'murder', 'hit', 'slay', 'wild', 'savag', 'primit', 'natur', 'lush', 'free', 'anyway', 'anyhow', 'ever', 'onc', 'howev', 'nevertheless']"
50,"['dont', 'embargo', 'restrict', 'refus', 'injunct', 'prohibit', 'forc', 'orc', 'fork', 'fora', 'ford', 'opinion', 'reaction', 'sentiment', 'viewpoint', 'impress', 'judgment', 'other', 'new', 'altern', 'more', 'anoth', 'auxiliari']"
1,"['harm', 'loss', 'mischief', 'sabotag', 'violenc', 'damag', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'kill', 'wipe out', 'execut', 'murder', 'hit', 'slay', 'them', 'author', 'city hal', 'diehard', 'conserv', 'old guard']"
6,"['harm', 'loss', 'mischief', 'sabotag', 'violenc', 'damag', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'take', 'booti', 'cut', 'return', 'revenu', 'share', 'silk', 'thread', 'fiber', 'taffeta', 'tull', 'mantua']"
63,"['sweat', 'steam', 'excret', 'perspir', 'exud', 'transud', 'shop', 'emporium', 'department stor', 'chain', 'boutiqu', 'market', 'and', 'also', 'furthermor', 'includ', 'moreov', 'along with', 'slave', 'labor', 'servant', 'worker', 'serf', 'captiv', 'labour', 'labor', 'lab', 'labia', 'lour', 'labium']"
27,"['some', 'ani', 'a few', 'a bit', 'a littl', 'part of', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'kill', 'wipe out', 'execut', 'murder', 'hit', 'slay', 'some', 'ani', 'a few', 'a bit', 'a littl', 'part of']"
32,"['one', 'solitari', 'sole', 'separ', 'singular', 'specif', 'person', 'custom', 'bodi', 'life', 'woman', 'somebodi', 'differ', 'vari', 'disagre', 'diverg', 'modifi', 'contradict']"
2,"['harm', 'loss', 'mischief', 'sabotag', 'violenc', 'damag', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'take', 'booti', 'cut', 'return', 'revenu', 'share', 'egg', 'spawn', 'ovum', 'rudiment', 'germ', 'nucleus']"
42,"['iron', 'rigid', 'steel', 'firm', 'immov', 'unbend']"
57,"['test', 'search', 'attempt', 'final', 'evalu', 'analysi', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'sure', 'confid', 'clear', 'convinc', 'assur', 'posit', 'cosmet', 'kismet', 'cosset', 'corset', 'comsat', 'cosmet', 'safe', 'protect', 'intact', 'secur', 'snug', 'okay']"
26,"['human', 'person', 'anim', 'mortal', 'individu', 'anthropoid', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'not', 'no mor', 'not at al', 'not eith', 'same', 'like', 'doubl', 'clone', 'duplic', 'look-alik']"
58,"['test', 'search', 'attempt', 'final', 'evalu', 'analysi', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'medic', 'physician', 'practition', 'intern', 'doctor', 'surgeon', 'advanc', 'advent', 'aton', 'aveng', 'advantag', 'aardvark']"
38,"['vegan', 'fruitarian', 'herbivor', 'no', 'negat', 'nix', 'never', 'absolutely not', 'by no mean', 'effect', 'develop', 'reaction', 'event', 'repercuss', 'side effect', 'anyth', 'ant', 'anoth', 'ant', 'anti', 'aunt']"
28,"['human', 'person', 'anim', 'mortal', 'individu', 'anthropoid', 'slaughter', 'murder', 'liquid', 'massacr', 'extermin', 'annihil']"
48,"['australia', 'astral', 'astral', 'is trail', 'lustral', 'astragali', 'grassf', 'grassi', 'grasser', 'grass', 'crass', 'gray', 'beef', 'meat', 'vigor', 'strength', 'forc', 'power', 'more', 'extra', 'also', 'other', 'further', 'new', 'ethic', 'moral', 'principl', 'fair', 'moral', 'integr', 'than', 'tan', 'then', 'thin', 'thaw', 'that', 'eat', 'feed', 'chew', 'dine', 'inhal', 'bite', 'wheat', 'grass', 'cereal', 'durum', 'spelt', 'gluten']"
35,"['everyon', 'every on', 'everyon', 'everyman', 'everymen', 'every on', 'went', 'fli', 'retir', 'travel', 'move', 'leav', 'vegan', 'fruitarian', 'herbivor', 'livestock', 'herd', 'stock', 'oxen', 'calv', 'beast', 'go', 'forc', 'energi', 'get-up-and-go', 'pep', 'anim', 'extinct', 'archaic', 'asleep', 'bygon', 'cold', 'deceas']"
37,"['put', 'insert', 'set', 'invest', 'focus', 'bring', 'peopl', 'propel', 'pepo', 'pupil', 'pool', 'papal', 'out', 'away', 'outsid', 'absent', 'exhaust', 'dead', 'job', 'task', 'appoint', 'offic', 'busi', 'career', 'becaus', 'be caus', 'be-caus', 'beaus', 'beak', 'beaux', 'effect', 'develop', 'reaction', 'event', 'repercuss', 'side effect', 'industri', 'industri', 'industri', 'industri', 'in industri']"
65,"['there', 'skill', 'effect', 'capabl', 'effici', 'respons', 'other', 'new', 'altern', 'more', 'anoth', 'auxiliari', 'way', 'style', 'fashion', 'form', 'mean', 'process', 'promot', 'pro mot', 'pro-mot', 'prompt', 'promot', 'promo', 'vegan', 'fruitarian', 'herbivor', 'this', 'here', 'that', 'aforement', 'already st', 'previously ment', 'ineffect', 'effect', 'infarct', 'is effect', 'inflect', 'in fact']"
39,"['unsustain', 'insist', 'insist on', 'un sustain', 'un-sustain', 'unsustain']"
9,"['my', 'person', 'custom', 'bodi', 'life', 'woman', 'somebodi', 'choic', 'chick', 'chock', 'choic', 'choici', 'echoic']"
45,"['expens', 'expend', 'expend', 'expans', 'expel', 'ex pend']"
5,"['harm', 'loss', 'mischief', 'sabotag', 'violenc', 'damag', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'take', 'booti', 'cut', 'return', 'revenu', 'share', 'wool', 'fleec', 'fur', 'yarn', 'hair', 'cashmer']"
56,"['companion', 'colleagu', 'croni', 'comrad', 'buddi', 'associ', 'anim', 'aim', 'anon', 'abm', 'anti', 'am', 'euthan', 'etna', 'methan', 'uhlan', 'out hand', 'ethanol', 'that', 'in order that', 'in that', 'so that', 'same', 'like', 'doubl', 'clone', 'duplic', 'look-alik']"
25,"['anim', 'aim', 'anon', 'abm', 'anti', 'am', 'intellig', 'interlock', 'intellect', 'interlink', 'interlin', 'intag']"
